index,humanid,mousesym,mouseid,humansym,"# This table looks like it was downloaded from BioMart, but Eric has foolishly lost track of the exact date and versions. "
26202,ENSG00000270601,AC125178.2,ENSMUSG00000095076,PRAMEF5,
26203,ENSG00000270601,Gm12794,ENSMUSG00000070890,PRAMEF5,
26204,ENSG00000270601,Gm13088,ENSMUSG00000078513,PRAMEF5,
26205,ENSG00000270601,Gm16522,ENSMUSG00000094560,PRAMEF5,
26206,ENSG00000270601,AC164084.1,ENSMUSG00000095505,PRAMEF5,
26207,ENSG00000270601,AC164084.2,ENSMUSG00000095666,PRAMEF5,
26208,ENSG00000270601,Gm13023,ENSMUSG00000066031,PRAMEF5,
26209,ENSG00000270601,Oog1,ENSMUSG00000096576,PRAMEF5,
26210,ENSG00000270601,Gm2042,ENSMUSG00000096276,PRAMEF5,
26211,ENSG00000270601,Pramef8,ENSMUSG00000046862,PRAMEF5,
26212,ENSG00000270601,AC123873.1,ENSMUSG00000094383,PRAMEF5,
26213,ENSG00000270601,C130073F10Rik,ENSMUSG00000046133,PRAMEF5,
26214,ENSG00000270601,Gm13057,ENSMUSG00000096154,PRAMEF5,
26215,ENSG00000270601,AC140325.3,ENSMUSG00000095570,PRAMEF5,
26216,ENSG00000270601,AC126035.1,ENSMUSG00000094791,PRAMEF5,
26217,ENSG00000270601,C87414,ENSMUSG00000094887,PRAMEF5,
26218,ENSG00000270601,Gm13040,ENSMUSG00000070616,PRAMEF5,
26219,ENSG00000270601,BC061212,ENSMUSG00000072822,PRAMEF5,
26220,ENSG00000270601,AC133095.2,ENSMUSG00000095475,PRAMEF5,
26221,ENSG00000270601,Pramef25,ENSMUSG00000078511,PRAMEF5,
26222,ENSG00000270601,Gm3183,ENSMUSG00000095954,PRAMEF5,
26223,ENSG00000270601,Gm6502,ENSMUSG00000095718,PRAMEF5,
26224,ENSG00000270601,Pramef17,ENSMUSG00000078509,PRAMEF5,
26225,ENSG00000270601,Oog2,ENSMUSG00000066030,PRAMEF5,
26226,ENSG00000270601,Oog4,ENSMUSG00000047799,PRAMEF5,
26227,ENSG00000270601,AC163611.1,ENSMUSG00000094172,PRAMEF5,
26228,ENSG00000270601,BC080695,ENSMUSG00000070618,PRAMEF5,
26229,ENSG00000270601,Pramel6,ENSMUSG00000025838,PRAMEF5,
26230,ENSG00000270601,Gm12800,ENSMUSG00000037028,PRAMEF5,
26231,ENSG00000270601,Gm7647,ENSMUSG00000073510,PRAMEF5,
26232,ENSG00000270601,Gm13125,ENSMUSG00000073721,PRAMEF5,
26233,ENSG00000270601,Gm16429,ENSMUSG00000096230,PRAMEF5,
26234,ENSG00000270601,AA792892,ENSMUSG00000073497,PRAMEF5,
26235,ENSG00000270601,Gm3106,ENSMUSG00000096259,PRAMEF5,
26236,ENSG00000270601,Gm13084,ENSMUSG00000059218,PRAMEF5,
26237,ENSG00000270601,Gm13101,ENSMUSG00000078510,PRAMEF5,
26238,ENSG00000270601,AC165294.3,ENSMUSG00000096756,PRAMEF5,
26239,ENSG00000270601,Gm6509,ENSMUSG00000094195,PRAMEF5,
26240,ENSG00000270601,Oog3,ENSMUSG00000050810,PRAMEF5,
26241,ENSG00000270601,Gm16367,ENSMUSG00000096550,PRAMEF5,
26242,ENSG00000270601,Gm13043,ENSMUSG00000095409,PRAMEF5,
26243,ENSG00000270601,Pramef6,ENSMUSG00000078512,PRAMEF5,
26244,ENSG00000270601,Gm3286,ENSMUSG00000094337,PRAMEF5,
26245,ENSG00000270601,AC123873.2,ENSMUSG00000094474,PRAMEF5,
26246,ENSG00000270601,D5Ertd577e,ENSMUSG00000070677,PRAMEF5,
26247,ENSG00000270601,Pramel7,ENSMUSG00000025839,PRAMEF5,
26248,ENSG00000270601,Gm7942,ENSMUSG00000092166,PRAMEF5,
26249,ENSG00000270601,Gm7982,ENSMUSG00000072814,PRAMEF5,
26250,ENSG00000270601,AC140325.4,ENSMUSG00000096728,PRAMEF5,
26251,ENSG00000270601,B020004J07Rik,ENSMUSG00000035201,PRAMEF5,
26252,ENSG00000270601,C87499,ENSMUSG00000038330,PRAMEF5,
26253,ENSG00000270601,Pramel5,ENSMUSG00000036749,PRAMEF5,
26254,ENSG00000270601,Gm13083,ENSMUSG00000066688,PRAMEF5,
26255,ENSG00000270601,Gm13102,ENSMUSG00000073723,PRAMEF5,
26256,ENSG00000270601,Gm6468,ENSMUSG00000095219,PRAMEF5,
26257,ENSG00000270601,Pramel4,ENSMUSG00000073724,PRAMEF5,
26258,ENSG00000270601,Gm12790,ENSMUSG00000078626,PRAMEF5,
26259,ENSG00000270601,Gm12789,ENSMUSG00000078625,PRAMEF5,
26260,ENSG00000270601,C87977,ENSMUSG00000046262,PRAMEF5,
26261,ENSG00000270601,AC124606.2,ENSMUSG00000095763,PRAMEF5,
26262,ENSG00000270601,Pramel1,ENSMUSG00000041805,PRAMEF5,
26263,ENSG00000270601,AC140325.2,ENSMUSG00000094741,PRAMEF5,
26264,ENSG00000270601,Gm6205,ENSMUSG00000092073,PRAMEF5,
26265,ENSG00000270601,Gm13128,ENSMUSG00000078508,PRAMEF5,
26266,ENSG00000270601,AC140365.1,ENSMUSG00000091585,PRAMEF5,
26267,ENSG00000270601,Gm3147,ENSMUSG00000095503,PRAMEF5,
26268,ENSG00000270601,Gm13089,ENSMUSG00000070617,PRAMEF5,
26269,ENSG00000270601,Gm10424,ENSMUSG00000096066,PRAMEF5,
26270,ENSG00000270601,AC165294.1,ENSMUSG00000094303,PRAMEF5,
26271,ENSG00000270601,Gm16513,ENSMUSG00000095996,PRAMEF5,
26272,ENSG00000270601,Gm3286,ENSMUSG00000079423,PRAMEF5,
26273,ENSG00000270601,Gm13119,ENSMUSG00000070619,PRAMEF5,
26274,ENSG00000270601,Gm16427,ENSMUSG00000096044,PRAMEF5,
26275,ENSG00000270601,AC164084.3,ENSMUSG00000096680,PRAMEF5,
26276,ENSG00000270601,Gm6351,ENSMUSG00000072821,PRAMEF5,
26277,ENSG00000270601,AC125178.3,ENSMUSG00000095728,PRAMEF5,
26278,ENSG00000270601,Pramef12,ENSMUSG00000028591,PRAMEF5,
26279,ENSG00000270601,Gm10436,ENSMUSG00000066027,PRAMEF5,
26280,ENSG00000270601,E330014E10Rik,ENSMUSG00000072813,PRAMEF5,
26281,ENSG00000270647,Taf15,ENSMUSG00000020680,TAF15,
26282,ENSG00000270722,Gm22866,ENSMUSG00000065881,U1,
26283,ENSG00000270765,Gas2l2,ENSMUSG00000020686,GAS2L2,
26284,ENSG00000270806,1700020L24Rik,ENSMUSG00000035085,C17orf50,
26285,ENSG00000270882,Hist1h4h,ENSMUSG00000060981,HIST2H4A,
26286,ENSG00000270885,Rasl10b,ENSMUSG00000020684,RASL10B,
26287,ENSG00000270898,Asb3,ENSMUSG00000020305,GPR75-ASB3,
26288,ENSG00000271079,Ctage5,ENSMUSG00000021000,CTAGE15,
26289,ENSG00000271092,Tmem56,ENSMUSG00000028132,TMEM56-RWDD3,
26290,ENSG00000271303,Srxn1,ENSMUSG00000032802,SRXN1,
26291,ENSG00000271321,Ctage5,ENSMUSG00000021000,CTAGE6,
26292,ENSG00000271394,Gm23094,ENSMUSG00000088176,7SK,
26293,ENSG00000271447,Mmp28,ENSMUSG00000020682,MMP28,
26294,ENSG00000271503,Ccl5,ENSMUSG00000035042,CCL5,
26295,ENSG00000271567,Gm12728,ENSMUSG00000083780,PPIAL4E,
26296,ENSG00000271601,Lix1l,ENSMUSG00000049288,LIX1L,
26297,ENSG00000271605,Milr1,ENSMUSG00000040528,MILR1,
26298,ENSG00000271723,Mroh7,ENSMUSG00000047502,MROH7-TTC4,
26299,ENSG00000271765,Gm23894,ENSMUSG00000088732,RN7SKP299,
26300,ENSG00000271793,Gm20537,ENSMUSG00000092541,RP11-321N4.5,
26301,ENSG00000271798,Gm24451,ENSMUSG00000065287,SNORA51,
26302,ENSG00000271814,Gm10872,ENSMUSG00000092920,RN7SKP290,
26303,ENSG00000271852,Gm26287,ENSMUSG00000089512,SNORD11B,
26304,ENSG00000271886,Gm24111,ENSMUSG00000093232,MIR98,
26305,ENSG00000271907,Gm25107,ENSMUSG00000084421,SNORA35,
26306,ENSG00000271923,Gm25810,ENSMUSG00000064686,RNU6-86P,
26307,ENSG00000271924,Gm25966,ENSMUSG00000087794,RNA5SP108,
26308,ENSG00000271982,Gm22354,ENSMUSG00000065853,SNORD58B,
26309,ENSG00000271982,Snord58b,ENSMUSG00000064871,SNORD58B,
26310,ENSG00000272015,Snora62,ENSMUSG00000064925,SNORA62,
26311,ENSG00000272025,Snora74a,ENSMUSG00000065649,SNORA74,
26312,ENSG00000272028,Gm25810,ENSMUSG00000064686,RNU6-87P,
26313,ENSG00000272031,Ankrd34a,ENSMUSG00000049097,ANKRD34A,
26314,ENSG00000272047,Gtf2h5,ENSMUSG00000034345,GTF2H5,
26315,ENSG00000272055,Gm22360,ENSMUSG00000095955,RNU6-6P,
26316,ENSG00000272104,Cyb561d2,ENSMUSG00000037190,XXcos-LUCA11.5,
26317,ENSG00000272160,Gm25882,ENSMUSG00000088409,RNU4-5P,
26318,ENSG00000272196,Hist2h2aa1,ENSMUSG00000064220,HIST2H2AA4,
26319,ENSG00000272215,Gm26296,ENSMUSG00000095792,U7,
26320,ENSG00000272253,Gm23473,ENSMUSG00000089508,RNA5SP386,
26321,ENSG00000272253,n-R5s207,ENSMUSG00000084446,RNA5SP386,
26322,ENSG00000272262,Gm24461,ENSMUSG00000064669,RNU6-89P,
26323,ENSG00000272296,Snord96a,ENSMUSG00000064725,SNORD96A,
26324,ENSG00000272305,Rft1,ENSMUSG00000052395,RP11-894J14.5,
26325,ENSG00000272325,Nudt3,ENSMUSG00000024213,NUDT3,
26326,ENSG00000272333,Kmt2b,ENSMUSG00000006307,KMT2B,
26327,ENSG00000272337,Gm24754,ENSMUSG00000095243,RNU6-90P,
26328,ENSG00000272351,n-R5s173,ENSMUSG00000064554,RNA5SP506,
26329,ENSG00000272391,Pom121,ENSMUSG00000053293,POM121C,
26330,ENSG00000272393,Gm23567,ENSMUSG00000096559,RNU6-92P,
26331,ENSG00000272398,Cd24a,ENSMUSG00000047139,CD24,
26332,ENSG00000272410,Tatdn2,ENSMUSG00000056952,RP11-438J1.1,
26333,ENSG00000272414,Fam47e,ENSMUSG00000057068,FAM47E-STBD1,
26334,ENSG00000272439,Gm23379,ENSMUSG00000096848,RNU6-91P,
26335,ENSG00000272442,Tmem151b,ENSMUSG00000096847,RP11-444E17.6,
26336,ENSG00000272445,Gm22215,ENSMUSG00000088183,RNU6-84P,
26337,ENSG00000272514,1700003M02Rik,ENSMUSG00000028294,C6orf165,
26338,ENSG00000272533,Snora28,ENSMUSG00000064493,SNORA28,
26339,ENSG00000272573,Mustn1,ENSMUSG00000042485,MUSTN1,
26340,ENSG00000272617,Cog8,ENSMUSG00000031916,RP11-343C2.12,
26341,ENSG00000272636,Doc2b,ENSMUSG00000020848,DOC2B,
26342,ENSG00000272674,Pcdhb17,ENSMUSG00000046387,PCDHB16,
26343,ENSG00000272741,Tctex1d2,ENSMUSG00000014075,RP11-447L10.1,
26344,ENSG00000272752,Pilrb2,ENSMUSG00000066682,STAG3L5P-PVRIG2P-PILRB,
26345,ENSG00000272752,Pilrb1,ENSMUSG00000066684,STAG3L5P-PVRIG2P-PILRB,
26346,ENSG00000272752,Pilra,ENSMUSG00000046245,STAG3L5P-PVRIG2P-PILRB,
26347,ENSG00000272762,Pcbp4,ENSMUSG00000023495,RP11-155D18.12,
26348,ENSG00000272772,Skp1a,ENSMUSG00000036309,CTD-2410N18.5,
26349,ENSG00000272804,Gm3233,ENSMUSG00000094120,KRTAP10-7,
26350,ENSG00000272804,Gm7137,ENSMUSG00000095721,KRTAP10-7,
26351,ENSG00000272804,Gm7138,ENSMUSG00000095593,KRTAP10-7,
26352,ENSG00000272804,Gm9507,ENSMUSG00000094913,KRTAP10-7,
26353,ENSG00000272804,Gm19402,ENSMUSG00000095970,KRTAP10-7,
26354,ENSG00000272804,Gm3250,ENSMUSG00000096481,KRTAP10-7,
26355,ENSG00000272804,Gm3238,ENSMUSG00000095817,KRTAP10-7,
26356,ENSG00000272804,Gm19668,ENSMUSG00000096380,KRTAP10-7,
26357,ENSG00000272804,Krtap10-4,ENSMUSG00000069582,KRTAP10-7,
26358,ENSG00000272869,Srp19,ENSMUSG00000014504,CTC-487M23.8,
26359,ENSG00000272886,Dcp1a,ENSMUSG00000021962,DCP1A,
26360,ENSG00000272916,Ndst2,ENSMUSG00000039308,RP11-574K11.31,
26361,ENSG00000272921,Dyrk4,ENSMUSG00000030345,RP11-500M8.7,
26362,ENSG00000272968,Rbak,ENSMUSG00000061898,RBAK-RBAKDN,
26363,ENSG00000273025,Celf6,ENSMUSG00000032297,CELF6,
26364,ENSG00000273047,Lime1,ENSMUSG00000090077,RP4-583P15.14,
26365,ENSG00000273079,Grin2b,ENSMUSG00000030209,GRIN2B,
26366,ENSG00000273111,Lypd4,ENSMUSG00000062732,LYPD4,
26367,ENSG00000273154,Lime1,ENSMUSG00000090077,RP4-583P15.15,
26368,ENSG00000273155,Mrpl30,ENSMUSG00000026087,RP11-38C17.1,
26369,ENSG00000273167,Spata13,ENSMUSG00000021990,RP11-307N16.6,
26370,ENSG00000273170,Ccdc144b,ENSMUSG00000047696,RP11-392E22.9,
26371,ENSG00000273173,Gm38393,ENSMUSG00000000948,SNURF,
26372,ENSG00000273173,Snurf,ENSMUSG00000102627,SNURF,
26373,ENSG00000273217,Rapgef6,ENSMUSG00000037533,CTC-432M15.3,
26374,ENSG00000273259,Serpina3b,ENSMUSG00000066364,SERPINA3,
26375,ENSG00000273259,Serpina3j,ENSMUSG00000079013,SERPINA3,
26376,ENSG00000273259,Serpina3c,ENSMUSG00000066361,SERPINA3,
26377,ENSG00000273259,Serpina3f,ENSMUSG00000066363,SERPINA3,
26378,ENSG00000273259,Serpina3n,ENSMUSG00000021091,SERPINA3,
26379,ENSG00000273259,Serpina3k,ENSMUSG00000058207,SERPINA3,
26380,ENSG00000273259,Serpina3m,ENSMUSG00000079012,SERPINA3,
26381,ENSG00000273259,Serpina3i,ENSMUSG00000079014,SERPINA3,
26382,ENSG00000273259,Serpina3g,ENSMUSG00000041481,SERPINA3,
26383,ENSG00000273259,Serpina3a,ENSMUSG00000041536,SERPINA3,
26384,ENSG00000273274,Zbtb8b,ENSMUSG00000048485,ZBTB8B,
26385,ENSG00000273294,C1qtnf3,ENSMUSG00000058914,C1QTNF3-AMACR,
26386,ENSG00000273331,Tm4sf19,ENSMUSG00000079625,TM4SF19-TCTEX1D2,
26387,ENSG00000273515,Gm27545,ENSMUSG00000098978,DAOA-AS1_2,
26388,ENSG00000273516,Gm22706,ENSMUSG00000088532,U1,
26389,ENSG00000273532,Gm27483,ENSMUSG00000099143,H19_1,
26390,ENSG00000273537,Gm27404,ENSMUSG00000099117,ZEB2_AS1_3,
26391,ENSG00000273541,Gm27928,ENSMUSG00000099039,DLEU1_2,
26392,ENSG00000273542,Hist1h4b,ENSMUSG00000069266,HIST1H4K,
26393,ENSG00000273544,Snora44,ENSMUSG00000064604,SNORA44,
26394,ENSG00000273544,Gm22341,ENSMUSG00000065709,SNORA44,
26395,ENSG00000273547,Olfr1303,ENSMUSG00000093804,OR4F16,
26396,ENSG00000273554,Slc6a8,ENSMUSG00000019558,AC136616.1,
26397,ENSG00000273559,Cwc25,ENSMUSG00000018541,CWC25,
26398,ENSG00000273570,Gm27582,ENSMUSG00000098662,RMST_5,
26399,ENSG00000273571,Gm27365,ENSMUSG00000098525,ST7-OT4_2,
26400,ENSG00000273587,Snora78,ENSMUSG00000089255,SNORA78,
26401,ENSG00000273591,Gm22383,ENSMUSG00000088813,7SK,
26402,ENSG00000273596,Gm27960,ENSMUSG00000098874,ST7-OT4_1,
26403,ENSG00000273604,E130012A19Rik,ENSMUSG00000043439,C17orf96,
26404,ENSG00000273611,Znhit3,ENSMUSG00000020526,ZNHIT3,
26405,ENSG00000273614,Gm22488,ENSMUSG00000080461,SNORA11,
26406,ENSG00000273621,Gm27820,ENSMUSG00000098688,uc_338,
26407,ENSG00000273658,Gm27406,ENSMUSG00000099112,uc_338,
26408,ENSG00000273694,Gm24840,ENSMUSG00000084552,U2,
26409,ENSG00000273701,Gm28016,ENSMUSG00000099323,PART1_1,
26410,ENSG00000273703,Hist1h2bh,ENSMUSG00000064168,HIST1H2BM,
26411,ENSG00000273706,Lhx1,ENSMUSG00000018698,LHX1,
26412,ENSG00000273709,Gm24950,ENSMUSG00000064702,U2,
26413,ENSG00000273709,Rnu2-10,ENSMUSG00000065944,U2,
26414,ENSG00000273709,Gm23849,ENSMUSG00000065767,U2,
26415,ENSG00000273709,Gm23971,ENSMUSG00000065251,U2,
26416,ENSG00000273744,Gm23672,ENSMUSG00000088096,U4,
26417,ENSG00000273749,Cyfip1,ENSMUSG00000030447,CYFIP1,
26418,ENSG00000273750,Gm27605,ENSMUSG00000099133,HOXB13-AS1_1,
26419,ENSG00000273767,Gm27884,ENSMUSG00000099232,ZNRD1-AS1_2,
26420,ENSG00000273768,Gm22866,ENSMUSG00000065881,U1,
26421,ENSG00000273777,Ceacam20,ENSMUSG00000070777,CEACAM20,
26422,ENSG00000273788,U3,ENSMUSG00000105025,U3,
26423,ENSG00000273788,Rnu3b2,ENSMUSG00000098925,U3,
26424,ENSG00000273788,Rnu3b4,ENSMUSG00000098641,U3,
26425,ENSG00000273788,U3,ENSMUSG00000104856,U3,
26426,ENSG00000273820,Usp27x,ENSMUSG00000046269,USP27X,
26427,ENSG00000273841,Ak6,ENSMUSG00000078941,TAF9,
26428,ENSG00000273841,Taf9,ENSMUSG00000052293,TAF9,
26429,ENSG00000273899,Nol12,ENSMUSG00000033099,NOL12,
26430,ENSG00000273908,Gm27538,ENSMUSG00000099243,WT1-AS_7,
26431,ENSG00000273948,Gm27511,ENSMUSG00000098502,SMCR2_1,
26432,ENSG00000273961,Gm28032,ENSMUSG00000098717,HOXA11-AS1_1,
26433,ENSG00000273966,Gm28000,ENSMUSG00000098393,pRNA,
26434,ENSG00000273966,Gm27679,ENSMUSG00000098373,pRNA,
26435,ENSG00000273966,Gm27940,ENSMUSG00000099208,pRNA,
26436,ENSG00000273974,Gm27987,ENSMUSG00000099287,FTX_2,
26437,ENSG00000273976,Golga2,ENSMUSG00000002546,GOLGA6L1,
26438,ENSG00000273983,Hist1h3h,ENSMUSG00000101355,HIST1H3G,
26439,ENSG00000274006,Gm27660,ENSMUSG00000099001,DLG2-AS1_1,
26440,ENSG00000274008,Gm27956,ENSMUSG00000093345,Metazoa_SRP,
26441,ENSG00000274008,Gm22662,ENSMUSG00000093031,Metazoa_SRP,
26442,ENSG00000274008,Gm23563,ENSMUSG00000092641,Metazoa_SRP,
26443,ENSG00000274008,Gm25735,ENSMUSG00000092905,Metazoa_SRP,
26444,ENSG00000274008,Gm22993,ENSMUSG00000093164,Metazoa_SRP,
26445,ENSG00000274008,Gm27854,ENSMUSG00000093319,Metazoa_SRP,
26446,ENSG00000274008,Gm24809,ENSMUSG00000093059,Metazoa_SRP,
26447,ENSG00000274008,Gm27826,ENSMUSG00000093023,Metazoa_SRP,
26448,ENSG00000274008,Gm22642,ENSMUSG00000093093,Metazoa_SRP,
26449,ENSG00000274008,Gm25072,ENSMUSG00000092974,Metazoa_SRP,
26450,ENSG00000274008,Gm27651,ENSMUSG00000098755,Metazoa_SRP,
26451,ENSG00000274008,Gm22906,ENSMUSG00000092932,Metazoa_SRP,
26452,ENSG00000274008,Gm25574,ENSMUSG00000092986,Metazoa_SRP,
26453,ENSG00000274008,Gm24576,ENSMUSG00000093249,Metazoa_SRP,
26454,ENSG00000274008,Gm27316,ENSMUSG00000098690,Metazoa_SRP,
26455,ENSG00000274049,Ino80b,ENSMUSG00000030034,INO80B-WBP1,
26456,ENSG00000274051,Gm27401,ENSMUSG00000098792,uc_338,
26457,ENSG00000274059,Gm22535,ENSMUSG00000088799,5S_rRNA,
26458,ENSG00000274062,Gm23971,ENSMUSG00000065251,U2,
26459,ENSG00000274062,Gm23849,ENSMUSG00000065767,U2,
26460,ENSG00000274062,Gm24950,ENSMUSG00000064702,U2,
26461,ENSG00000274062,Rnu2-10,ENSMUSG00000065944,U2,
26462,ENSG00000274068,Aknad1,ENSMUSG00000049565,RP11-475E11.9,
26463,ENSG00000274086,Gm27838,ENSMUSG00000098736,FMR1-AS1_2,
26464,ENSG00000274091,Gm24253,ENSMUSG00000065635,SNORD1C,
26465,ENSG00000274091,Snord1b,ENSMUSG00000077604,SNORD1C,
26466,ENSG00000274091,Snord1c,ENSMUSG00000065640,SNORD1C,
26467,ENSG00000274102,Olfr734,ENSMUSG00000045306,OR4M2,
26468,ENSG00000274180,Natd1,ENSMUSG00000018931,NATD1,
26469,ENSG00000274183,H2afb3,ENSMUSG00000083616,H2AFB1,
26470,ENSG00000274183,Gm14920,ENSMUSG00000067441,H2AFB1,
26471,ENSG00000274183,H2afb2,ENSMUSG00000082482,H2AFB1,
26472,ENSG00000274199,Gm27845,ENSMUSG00000098967,DLEU2_1,
26473,ENSG00000274209,Antxrl,ENSMUSG00000047441,ANTXRL,
26474,ENSG00000274210,Gm22866,ENSMUSG00000065881,U1,
26475,ENSG00000274211,Socs7,ENSMUSG00000038485,SOCS7,
26476,ENSG00000274228,Gm25447,ENSMUSG00000089622,RNA5SP414,
26477,ENSG00000274230,Gm27419,ENSMUSG00000099307,RMST_3,
26478,ENSG00000274237,Gm23841,ENSMUSG00000080601,CU459211.1,
26479,ENSG00000274252,Ggt1,ENSMUSG00000006345,GGTLC3,
26480,ENSG00000274266,Gm22053,ENSMUSG00000065328,SNORA73A,
26481,ENSG00000274266,Gm26163,ENSMUSG00000065726,SNORA73A,
26482,ENSG00000274266,Gm25483,ENSMUSG00000065158,SNORA73A,
26483,ENSG00000274266,Gm25079,ENSMUSG00000064463,SNORA73A,
26484,ENSG00000274266,Gm26448,ENSMUSG00000064380,SNORA73A,
26485,ENSG00000274266,Snora73b,ENSMUSG00000065353,SNORA73A,
26486,ENSG00000274266,Gm24948,ENSMUSG00000064800,SNORA73A,
26487,ENSG00000274266,Gm25804,ENSMUSG00000084734,SNORA73A,
26488,ENSG00000274266,Snora73a,ENSMUSG00000064387,SNORA73A,
26489,ENSG00000274276,Cbs,ENSMUSG00000024039,CBS,
26490,ENSG00000274286,Adra2b,ENSMUSG00000058620,ADRA2B,
26491,ENSG00000274293,Gm27679,ENSMUSG00000098373,pRNA,
26492,ENSG00000274293,Gm28000,ENSMUSG00000098393,pRNA,
26493,ENSG00000274293,Gm27940,ENSMUSG00000099208,pRNA,
26494,ENSG00000274303,Gm24358,ENSMUSG00000089049,7SK,
26495,ENSG00000274303,Gm26350,ENSMUSG00000088156,7SK,
26496,ENSG00000274309,Gm25187,ENSMUSG00000065840,SNORA71E,
26497,ENSG00000274326,Gm27796,ENSMUSG00000099316,PCA3_1,
26498,ENSG00000274335,AL954355.1,ENSMUSG00000104879,AC004984.1,
26499,ENSG00000274391,Tpte,ENSMUSG00000031481,TPTE,
26500,ENSG00000274396,Gm27868,ENSMUSG00000098536,HOTAIRM1_4,
26501,ENSG00000274408,Gm23764,ENSMUSG00000088971,5S_rRNA,
26502,ENSG00000274409,Gm27699,ENSMUSG00000098963,Evf1_1,
26503,ENSG00000274420,Gm27855,ENSMUSG00000098956,uc_338,
26504,ENSG00000274430,Gm27875,ENSMUSG00000099189,JPX_1,
26505,ENSG00000274432,Gm24950,ENSMUSG00000064702,U2,
26506,ENSG00000274432,Gm23971,ENSMUSG00000065251,U2,
26507,ENSG00000274432,Gm23849,ENSMUSG00000065767,U2,
26508,ENSG00000274432,Rnu2-10,ENSMUSG00000065944,U2,
26509,ENSG00000274443,4930444P10Rik,ENSMUSG00000067795,C8orf89,
26510,ENSG00000274450,Gm24922,ENSMUSG00000089136,U6atac,
26511,ENSG00000274452,Gm23971,ENSMUSG00000065251,U2,
26512,ENSG00000274452,Rnu2-10,ENSMUSG00000065944,U2,
26513,ENSG00000274452,Gm24950,ENSMUSG00000064702,U2,
26514,ENSG00000274452,Gm23849,ENSMUSG00000065767,U2,
26515,ENSG00000274491,Gm27869,ENSMUSG00000098535,GNAS-AS1_4,
26516,ENSG00000274500,Gm27568,ENSMUSG00000099073,MESTIT1_3,
26517,ENSG00000274520,Gm27435,ENSMUSG00000098775,Six3os1_1,
26518,ENSG00000274523,Wbscr16,ENSMUSG00000061979,WBSCR16,
26519,ENSG00000274527,Kdm4c,ENSMUSG00000028397,RP11-146B14.1,
26520,ENSG00000274529,Sebox,ENSMUSG00000001103,SEBOX,
26521,ENSG00000274535,Snord55,ENSMUSG00000092680,SNORD39,
26522,ENSG00000274544,Gm24453,ENSMUSG00000065280,SNORD28,
26523,ENSG00000274547,Gm27502,ENSMUSG00000099332,Six3os1_6,
26524,ENSG00000274576,Ighv8-4,ENSMUSG00000096355,IGHV2-70,
26525,ENSG00000274576,Ighv8-13,ENSMUSG00000076733,IGHV2-70,
26526,ENSG00000274576,Ighv8-11,ENSMUSG00000095170,IGHV2-70,
26527,ENSG00000274576,Ighv8-2,ENSMUSG00000102301,IGHV2-70,
26528,ENSG00000274576,Ighv8-8,ENSMUSG00000104452,IGHV2-70,
26529,ENSG00000274576,Ighv8-6,ENSMUSG00000094505,IGHV2-70,
26530,ENSG00000274576,Ighv8-12,ENSMUSG00000076731,IGHV2-70,
26531,ENSG00000274576,Ighv8-9,ENSMUSG00000095117,IGHV2-70,
26532,ENSG00000274576,Ighv8-5,ENSMUSG00000102364,IGHV2-70,
26533,ENSG00000274582,snopsi28S-3327,ENSMUSG00000105911,SNORA16A,
26534,ENSG00000274585,Gm23971,ENSMUSG00000065251,RNU2-1,
26535,ENSG00000274585,Gm23849,ENSMUSG00000065767,RNU2-1,
26536,ENSG00000274585,Rnu2-10,ENSMUSG00000065944,RNU2-1,
26537,ENSG00000274585,Gm24950,ENSMUSG00000064702,RNU2-1,
26538,ENSG00000274588,Dgkk,ENSMUSG00000062393,DGKK,
26539,ENSG00000274600,Rimbp3,ENSMUSG00000071636,RIMBP3B,
26540,ENSG00000274606,Gm28008,ENSMUSG00000098988,ST7-OT4_4,
26541,ENSG00000274607,Gm25322,ENSMUSG00000084505,RNU6-866P,
26542,ENSG00000274607,Gm23026,ENSMUSG00000089397,RNU6-866P,
26543,ENSG00000274607,Gm23589,ENSMUSG00000088285,RNU6-866P,
26544,ENSG00000274618,Hist1h4i,ENSMUSG00000060639,HIST1H4F,
26545,ENSG00000274647,Gm27972,ENSMUSG00000098626,DLEU2_6,
26546,ENSG00000274655,Gm27733,ENSMUSG00000099312,XIST_intron,
26547,ENSG00000274662,Gm24290,ENSMUSG00000088259,RN7SKP236,
26548,ENSG00000274662,Gm25333,ENSMUSG00000088660,RN7SKP236,
26549,ENSG00000274663,Gm24476,ENSMUSG00000088062,5S_rRNA,
26550,ENSG00000274709,Dlx6os1,ENSMUSG00000098326,Evf-2_5p,
26551,ENSG00000274716,Gm25366,ENSMUSG00000089470,U4,
26552,ENSG00000274721,Gm27804,ENSMUSG00000099157,SPRY4-IT1_2,
26553,ENSG00000274732,Gm27717,ENSMUSG00000099168,BC040587,
26554,ENSG00000274736,Ccl9,ENSMUSG00000019122,CCL23,
26555,ENSG00000274736,Ccl6,ENSMUSG00000018927,CCL23,
26556,ENSG00000274740,Gm27901,ENSMUSG00000099103,KCNQ1DN,
26557,ENSG00000274749,Krtap7-1,ENSMUSG00000056706,KRTAP7-1,
26558,ENSG00000274750,Hist1h3g,ENSMUSG00000099517,HIST1H3E,
26559,ENSG00000274752,Trbv15,ENSMUSG00000076472,TRBV12-3,
26560,ENSG00000274759,Gm24991,ENSMUSG00000088030,5S_rRNA,
